,dynasty,author,content,title,keywords
77561,Ming,张宁,山凝岚气树凝烟|宿雨才收社后天|山下人家夜留客|开门花落满篱边,张复阳画,宿雨 花落 留客 人家
77562,Song,释宝昙,范子当年意崛奇|道人岁晚墨淋漓|北风低草牛羊莫|会有人传岘首诗,题岘山图三绝 其三,北风 牛羊 道人 岁晚
77570,Song,黄庭坚,万仞峰前双井坞|婆娑曾占早春来|如今摸索苍龙璧|沈井铜瓶漫学雷,公择用前韵嘲戏 双井,双井 苍龙 婆娑 铜瓶
77575,Song,刘弇,通庄一日踊青鸳|目极须知剩得天|竞秀溪山归笔助|拨忙风月看觞传,题建州富沙门楼安济桥十绝呈太守黄彦发 其一 富沙门楼五绝,目极 风月 溪山 天
77580,Ming,韩邦靖,去年宣府建行宫|今岁榆林驻六龙|闻道巡关张御史|曾回圣驾在居庸,圣上西巡歌八首 其七,行宫 御史 去年 闻道
77584,Song,徐棫翁,只合台前剩种桐|万柯摇碧护春风|纵无丹凤重来此|且障长安落日中,凤凰台 其一,丹凤 长安 春风 日中
77585,Ming,胡应麟,极目娄江大海浔|弇园秋色梦中寻|兴怀莫话兰亭序|玉树琅琊正满林,梦弇园怀逸季茂才,玉树 梦中 秋色 极目
77586,Ming,王世贞,洞庭天阔月横斜|浪打风惊自叹嗟|少日风光君莫问|至今情性似杨花,省坐无赖阅杂册花草禽鸟凡十六色各成一绝漫题其后 其五 萍,情性 横斜 风光 洞庭
77587,Song,沈括,野草粘天雨未休|客心自冷不关秋|寨西便是猿啼处|满目伤心悔上楼,汉东楼,客心 满目 伤心 猿啼
77592,Ming,钟芳,雪色寒分粉署光|午云稀薄漏微阳|百花无意争春媚|沾著春风各自香,春晴,争春 粉署 雪色 春风
77598,Song,葛绍体,书叶翻风傍酒樽|庭槐清影荫黄昏|新萤一点南窗下|来约灯花伴梦魂,遂初晚饮,灯花 梦魂 窗下 黄昏
77604,Ming,俞允文,葱关雪净月萧萧|大将功成玉帐高|天马不愁西极远|上林新种紫蒲萄,塞上曲四首 其一,蒲萄 天马 玉帐 萧萧
77609,Song,周紫芝,高树层阴作翠云|月华霜晕醒馀薰|人间韵少花俱俗|天上香来世未闻,次韵相之木犀六首 其二,未闻 层阴 月华 高树
77613,Tang,储嗣宗,香味清机仙府回|萦纡乱石便流杯|春风莫泛桃花去|恐引凡人入洞来,和茅山高拾遗忆山中杂题五首 山泉,萦纡 乱石 春风 桃花
77626,Ming,张弼,凄风挟雨滞归舟|孤负归期信宿留|借问昨宵东阁下|果烹鸡黍待来否,寄胡九万二首 其二,归期 借问 归舟 孤负
77628,Jin,董文甫,按剑人人骇夜光|蜀鸡合道胜鸾凰|飞蛾可是无分别|直道油灯是太阳,审是堂,夜光 鸾凰 人人 按剑
77631,Song,王同祖,五更三点造辕门|了却文书日欲昏|出入戴星吾岂惮|要须一饭不忘恩,夏日金陵制幕即事 其一,文书 辕门 出入 日欲
77646,Song,柴望,曾与刘郎共起居|如何不肯受除书|最怜人笑先生错|正好为官却钓鱼,子陵台,除书 起居 刘郎 钓鱼
77650,Song,余靖,龙舟争快楚江滨|吊屈谁知特怆神|家酿寄君须酩酊|古今嫌见独醒人,端午日寄酒庶回都官,酩酊 独醒 龙舟 楚江
77654,Ming,赵完璧,寂寂清轩老病身|闲情无赖写无因|日长翻为琴书累|恰度华胥意兴新,睡起,日长 闲情 琴书 寂寂
77658,Ming,王稚登,章江茉莉贡江兰|夹竹桃花不耐寒|三种尽非吴地产|一年一度买来看,茉莉曲六首 其六,茉莉 买 桃花 章江
77661,Ming,陶安,未来地步预难明|达士何嫌俗眼轻|天意安排元自定|穷通不必问君平,和张景中经历三首 其一,俗眼 问君 安排 天意
77668,Ming,申佳允,报道卢仝载茗来|园丁解把小门开|棋声敲得斜阳下|溪寂林暝尚懒回,题卢邻虚别业 其二,报道 园丁 斜阳 门开
77673,Tang,韩愈,城上赤云呈胜气|眉间黄色见归期|幕中无事惟须饮|即是连镳向阙时,郾城晚饮奉赠副使马侍郎及冯 李 二员外,呈 归期 饮 幕中
77674,Song,许月卿,跫然诗句慰空虚|拭目科名看到渠|了却科名诗未晚|殷勤圯上一编书,次韵用学礼 其二,空虚 诗句 殷勤 科名
77682,Song,史弥宁,合向青林岸幅巾|却来闹里著吟身|竹君门外私相语|两日无诗羞杀人,无诗,门外 竹君 青林 幅巾
77690,Yuan,郑元祐,老随云卧不朝天|空影长当木榻穿|便是绣衣传诏下|空山且复伴龙眠,师子林八咏 其八 卧云室,朝天 绣衣 龙眠 空山
77694,Song,袁燮,斗大书斋以絜名|冰壶表里要清明|如今尘土填胸臆|幸挽沧浪为濯缨,赠陆伯微三首 其二,沧浪 尘土 冰壶 清明
77699,Song,晁说之,征裘不是谢庄衣|何事轻霙故故飞|应是多情要新句|敢酬琼藻触寒威,途中遇雪二绝句 其一,多情 寒威 新句 衣
77702,Yuan,徐贲,春前便作访君期|春后才来信是迟|又复别君湖上去|重来应是绿阴时,将往吴兴徐行正以诗见送奉酬 其二,别君 迟 期 绿阴
77705,Tang,汪遵,莫言白雪少人听|高调都难称俗情|不是楚词询宋玉|巴歌犹掩绕梁声,郢中,楚词 白雪 宋玉 俗情
77712,Tang,元稹,可怜三月三旬足|怅望江边望驿台|料得孟光今日语|不曾春尽不归来,使东川 望驿台,孟光 怅望 台 江边
77717,Ming,祝允明,道拙才空志不成|错将言语占时名|无端抛却山林乐|换得轩裳底事荣,和王太学见赠 其二,山林 轩裳 志 言语
77722,Tang,刘商,清阳玉润复多才|邂逅佳期过早梅|槿花亦可浮杯上|莫待东篱黄菊开,送王贞,佳期 邂逅 黄菊 东篱
77723,Song,韩淲,日曛晴色敛霜华|路入疏篱北客家|一笑春情付杯酒|乱香飘荡落梅花,春浦 其一,梅花 晴色 霜华 春情
77727,Ming,孙一元,翠翘云髻有风仪|坐弄瑶琴日影移|性格聪明谁第一|辨弦应似蔡文姬,题美人图六首 其五 弹琴,日影 聪明 瑶琴 翠翘
77732,Song,吴芾,纵令日日醉春风|已恨花无十日红|何事东君长作恶|不容春色丽晴空,感花 其四,春色 东君 晴空 春风
77741,Tang,刘禹锡,昔日慵工记姓名|远劳辛苦写西京|近来渐有临池兴|为报元常欲抗行,荅后篇,昔日 姓名 辛苦 西京
77752,Song,陈普,竹林遗类入荆杨|贾郭馀尘在晋阳|听得平阳消息否|忍听徐润调笙簧,咏史 其一 刘琨,竹林 笙簧 消息 忍听
77755,Yuan,耶律铸,莫劳邹律唤春回|雪尽北山空自来|还笑独醒成底事|壮怀须对酒杯开,对酒吟,独醒 春回 酒杯 北山
77761,Song,李弥逊,茶瓯放手送归客|屋上鸣禽犹唤人|山僧别我月中去|不过虎溪君莫嗔,石门寺前溪上有亭余榜以通幽陈丞有诗次韵 其三,山僧 归客 虎溪 月中
77769,Ming,胡应麟,扫石题诗坐绿苔|黄家群从最多才|无双漫自夸江夏|次第三珠照玉台,黄生九斗携所业千里过访于其别也赠以绝句六章 其六,题诗 玉台 次第 绿苔
77771,Song,楼钥,菁江十里路逶迟|两岸平畴接翠微|赢得闲中乘画舫|随潮西上趁潮归,菁江迓客,闲中 翠微 画舫 平畴
77783,Song,薛道光,恍惚之中寻有物|杳冥之内吸真精|真精便是长生药|须假黄婆养育成,还丹复命篇 七言三十首 其八,恍惚 杳冥 药 寻
77786,Jin,李俊民,山头烽火水边营|祇有牛羊与马群|羌笛何须怨杨柳|忍教呜咽夜长闻,集古 闻笛,牛羊 羌笛 烽火 山头
77787,Ming,唐寅,青藜竹杖寻诗处|多在平桥野寺中|黄叶没鞋人不到|豆篱花发浸溪红,题画三首 其三,野寺 花发 黄叶 青藜
77789,Ming,杨士奇,乱山蛮树向人低|遥绾铜章赴五溪|为想春风与嘉政|新年俱到夜郎西,送张令赴麻阳,夜郎 新年 乱山 春风
77791,Ming,张宁,翩翩风影度窗纱|曾记相逢萼绿华|展尽翠笺无一字|太湖石畔有开花,写芭蕉题赠张仲敷,窗纱 萼绿 开花 翩翩
77795,Song,范仲淹,长忆西湖胜鉴湖|春波千顷绿如铺|吾皇不让明皇美|可赐疏狂贺老无,忆杭州西湖,春波 西湖 长忆 疏狂
77797,Yuan,周巽,芳洲白鹭飞来两|日射金鳞波滉瀁|芰荷香送晚风凉|一声清唱云中响,题刘子翚横溪独钓图 其二,芰荷 白鹭 芳洲 云中
77798,Jin,段克己,手撚冰蕤步月华|暗香先已透垂瓜|寿阳毕竟无才思|但卧含章拂落花,梅花十吟 其七 嗅,才思 落花 暗香 月华
77806,Song,陈造,春光陆续委东流|看到湖边安石榴|更与苏堤鸥鹭约|办舟来赏牡丹秋,四月望再游西湖十首 其八,牡丹 湖边 鸥鹭 春光
77808,Song,王同祖,小立危楼望眼遥|晚烟淡处见湖桥|梅花落尽寒犹力|留得东风候柳条,小立,梅花 危楼 东风 柳条
77811,Ming,童轩,洒出金壶玉两枝|楚云湘水不胜奇|岁寒劲节谁能识|凭仗清风是故知,一榻清声墨竹二首为刘司勋先生题 其一,湘水 岁寒 清风 楚云
77824,Song,虞俦,空花过眼随尘土|不如意处何须数|一春数到牡丹时|坡头日日风和雨,南坡牡丹今春大为风雨所厄遂稽胜赏世事至于不如人意十常八九因记得古诗有花发多风雨人生足别离之句恻然有感广为十诗云 其五,日日 过眼 牡丹 尘土
77847,Ming,薛侃,昼长无事展书看|损盆分明系简繁|寄语吾儒操翰者|葛藤毋复落人间,观书,寄语 葛藤 昼长 分明
77858,Ming,汪广洋,鱼盐蛮蜑托为生|狭路逢人便弄兵|见说官曹巡逻急|卖刀买犊也归耕,岭南杂录三十首 其十一,见说 官曹 逢人 归耕
77860,Ming,郭之奇,曾无好事系春华|冷落闲庭片片花|半榻幽清贪晓睡|三杯软饱觅生涯,系春,闲庭 片片 冷落 好事
77876,Song,孙复,十二度圆皆好看|就中圆极在中秋|前峰独上还吟玩|高兴多于庾亮楼,中秋月 其二,好看 中秋 高兴 就中
77890,Yuan,张弘范,戍楼一曲老龙嘶|霜满秋空月影西|客里梦回听不得|残灯明灭伴人啼,闻角,梦回 明灭 月影 残灯
77892,Song,何应龙,玉仙同驾玉鸾飞|天上曾攀带露枝|一片不知何处落|晓来流到涌金池,碧桃,涌金 带露 池 枝
77899,Tang,徐夤,长养薰风拂晓吹|渐开荷芰落蔷薇|青虫也学庄周梦|化作南园蛱蝶飞,初夏戏题,蛱蝶 薰风 庄周 蔷薇
77900,Ming,沈琼莲,尚仪引见近龙床|御笔亲题墨色香|幸得唱名居第一|沐恩舞蹈谢君王,宫词 其一,近 谢 君王 居
77906,Jin,王寂,我哀濡呴辍晨羞|持送东城纵急流|此去更饥须闭口|莫贪香饵弄沈钩,放鱼,东城 弄 急流 香饵
77911,Song,朱熹,本体原来只是公|自将私意混其中|虽颜造圣无他事|惟在能加克己功,训蒙绝句 克己二首 其一,事 功 混 本体
77915,Yuan,郭居敬,不分沉香睡海棠|也来涂抹入时妆|樽前且对红裙醉|诗底休吟白雪香,百香诗 其五十五 红梨花,沉香 海棠 白雪 红裙
77922,Song,晁说之,甬东羁旅情何托|江北苍芒恨不收|静夜橹声来枕上|犹疑身在木兰舟,寄昭德兄弟 其二,静夜 江北 羁旅 木兰
77929,Song,黄庚,莫将生死视如来|要看莲花火里开|勘到灰飞烟灭处|涅槃不是涅槃台,总 讲师涅槃台,莲花 火里 台 灰飞
77939,Ming,谢肃,吴堤新柳倚晴烟|浅绿轻红最可怜|不是多情管离别|要将春色送行船,杨柳枝送沈自成之武康县丞五首 其五,多情 送行 离别 春色
77944,Tang,雍陶,风恼花枝不耐频|等闲飞落易愁人|殷勤最是章台柳|一树千条管带春,春咏,愁人 章台 花枝 殷勤
77947,Ming,符锡,芳蕤双吐及先春|促席频看更可人|□是江城思无限|未应摇落倍相亲,冬日饮陈千兵兰吐双花口号二绝 其二,江城 摇落 倍 思
77948,Ming,龚诩,稚子囊书仆抱琴|梅花香里独清吟|人言恰是西湖景|只是先生不姓林,田园杂兴 其三,清吟 西湖 稚子 人言
77950,Song,梅尧臣,靓妆艳服游川上|箫鼓声中俗自欢|寄语春风休用恶|恐教潭水起波澜,依韵和乌程李著作四首 霅上二首 其二,寄语 箫鼓 声中 波澜
77963,Ming,黎遂球,剩有梅花供写诗|都看开早却开迟|上林桃李东风遍|肯信深山更几枝,同伍国开谭元定游西山杂咏二十首 其二十,梅花 东风 桃李 深山
77964,Ming,杨基,生色屏风一面开|轻罗团扇合欢裁|深深院落青青柳|纵是无花也看来,到江西省看花次韵四首 其四,团扇 青青 院落 屏风
77973,Song,释绍嵩,浩然南北与西东|自笑今为白发翁|毕竟浮生谩劳役|一场大梦到头空,解嘲十绝呈浩西堂 其六,西东 南北 白发 大梦
77975,Song,裘万顷,园林清樾净无尘|池沼黄流去有声|不用飞花来点缀|但须霁日为澄清,久雨,园林 飞花 点缀 澄清
77985,tang,崔护,去年今日此门中|人面桃花相映红|人面不知何处去|桃花依旧笑春风,题都城南庄,门中 去年 春风 桃花
77986,Song,郭祥正,觉地相逢一何早|鹘臭布衫今脱了|要识云居一句玄|珍重后园驴吃草,云居山拈香,玄 珍重 云居 布衫
77990,Song,吴震斋,素娥昔日宴仙家|醉里从他宝髻斜|遗下玉簪无觅处|如今化作一枝花,玉簪花,昔日 仙家 素娥 醉里
77991,Song,钱选,目穷千里笔不到|自是馀生坐太凡|一日兴来何可遏|开窗写出碧嵓嵓,题金碧山水卷四首 其一,笔 写出 开窗 碧
77993,Song,龙辅,初听莺声又燕声|年华不待使人惊|桂花开遍门还掩|风自清时月自明,写怀,年华 桂花 掩 莺声
78000,Song,朱槔,破尘妙语慰畸人|鹤发深衣雨垫巾|独自抱琴山下去|石桥月色为谁新,草堂诸陈同游崧山精舍冕仲携琴先归用壁间韵 其二,月色 抱琴 石桥 鹤发
78008,Ming,释函是,因高累仞看容易|息影凭空力不胜|荒月自来还自去|更无人待碧崚嶒,十蒸,力 息影 崚嶒 碧
78011,Yuan,宋褧,南条山色翠微茫|映带江城冠楚乡|杨柳两街多大宅|好教留待段文昌,重过江陵 其二,文昌 翠微 江城 山色
78016,Ming,陈琏,面对菱花自写神|可人风采宛犹真|当年亦是清谈者|不染元规半点尘,谢万石对镜写真图为谢廷玉赋,菱花 半点 风采 清谈
78025,Ming,李攀龙,匣里龙泉北斗文|携来燕赵客如云|自言此剑千金买|不是穷交不借君,寄元美 其三,北斗 龙泉 燕赵 文
78030,Song,朱继芳,秋声只在树中间|极浦斜阳更有山|卷却丝纶呼酒盏|鸥边聊得此身闲,和颜长官百咏 其八 渔父,秋声 丝纶 极浦 斜阳
78046,Ming,夏良胜,凿破寒江活水侵|放船随处是山阴|仰天歌罢沧浪曲|落日归鸦已到林,和待隐园二十咏 其十,寒江 山阴 落日 沧浪
78053,Ming,程敏政,半生交契说邹阳|年少才名独擅场|谁意兔园今白首|只将词赋动梁王,夜次兖州寄安邱王府教授邹钝夫,兔园 词赋 白首 才名
78054,Song,王阮,陈良千里赴周公|正值商山去一鸿|肠断膝行来处路|舞雩空过一番风,访晦翁不遇一首,舞雩 赴 肠断 商山
78079,Song,刘应时,子规声里正斜阳|风过断桥流水香|颇怪影侵书带绿|弄晴柳色过邻墙,春晚二首 其二,柳色 子规 流水 斜阳
78085,Song,张嵲,临水桃花已乱飞|向人浑似诉离披|溟濛细雨春风暴|还是青林生叶时,峡中晚春,细雨 青林 春风 桃花
78091,Song,宋庠,萧萧墟落暮云寒|坏曲薪歌浃野欢|何处饭牛归路远|一声辛苦愬漫漫,夜闻牛歌,萧萧 暮云 归路 辛苦
78095,Ming,杨士奇,麻阳贰令重来日|共话家林耕读时|碧水苍山未归得|京华春雨不胜思,彦强将归麻阳雨中见过话旧出小画求题就以识别并问讯叔毖 其一,碧水 苍山 京华 春雨
78106,Yuan,薛汉,今年年丰谷差贱|白米应饥翳桑夫|飞蝗是处有遗孽|未省腊前能雪无,九月晦日二首 其二,谷 翳桑 未省 年丰
78110,Song,释智愚,犊角铜瓶挂晓烟|溪山多是往来篇|不知底事吟情险|吹落秋风白鸟边,政黄牛赞,秋风 晓烟 溪山 白鸟
78111,Tang,陆龟蒙,一夜寒声来梦里|平明著屐到声边|心期盛夏同过此|脱却荷衣石上眠,忆山泉,平明 荷衣 心期 梦里
78112,Jin,张著,西风禾黍乱苍黄|满眼秋山冷翠长|一片白云携雨去|人家篱落半斜阳,紫泉亭,满眼 篱落 斜阳 人家
78114,Song,韩绛,新阳气候未全佳|尚纵寒威压岁华|赖有椒汤共卯酒|不妨和雪看梅花,缺题,梅花 岁华 气候 寒威
78120,Song,魏兼,使君去后堪思处|庆朔堂前独到来|桃李无言争不怨|满园红白为谁开,和范公希文怀庆朔堂,满园 红白 争 桃李
78121,Ming,梁柱臣,罗浮门户辟朱明|紫气灵风散化城|此去升真知有路|餐霞谁许学无生,浮邱八景 其六 朱明馆,紫气 餐霞 朱明 门户
78126,Ming,庄昶,山水湖州看未休|嘉兴曾亦减湖州|有怀诗在天峰阁|都只嘉湖两郡侯,与柳嘉兴 其一,山水 阁 减 未休
78134,Song,姚勉,分明翠笼掩金鳞|鼓枻飘飘不可亲|底事官船渠不卖|官人不是爱鱼人,沿江买鱼不得询之则前此多为官船所强取故有亦言无因成三绝 其二,鼓枻 分明 金鳞 飘飘
78135,Song,吕本中,绝去人间浅俗香|染成天上羽衣黄|绿窗拟倩纤纤手|收拾春风入枕囊,次韵酴醾 其一,绿窗 春风 收拾 纤纤
78137,Ming,刘崧,浪打矶头波放颠|中流那复往来船|行人闲得无聊赖|卧看炉峰起暮烟,往时杨清溪为乡先达菊存陈公作种菊图工妙逼真去之六十馀年其五世孙继先乃得之于其仲父有实家盖其家故物也出以示余因题其后以致景仰之意 其十二 黄泥洑阻风,暮烟 卧看 中流 行人
78141,Ming,文徵明,梅花绕树玉丛丛|忆共花前醉晚风|别后输君能领略|春光曾不到城中,春日怀子重履约履仁 其一,梅花 晚风 城中 春光
78142,Ming,符锡,武陵三月风景暮|景暮客愁难强谐|殷勤却愧青霄月|蓦地穿窗下客怀,江月二绝 其二,风景 客愁 殷勤 武陵
78148,Ming,朱诚泳,浴罗兰汤趁晚风|画堂银烛锦屏空|自怜薄命终黄土|不恨丹青画未工,宫词 其十,晚风 画堂 丹青 银烛
78168,Yuan,刘鹗,劫尘不到华山云|岸帻披襟立树根|世事料应看不得|何妨合眼且忘言,题坐睡图,忘言 岸帻 世事 山云
78173,Ming,王鏊,扁舟深夜尚孤征|兀坐蓬窗看月明|两岸秋虫互相应|不知端复为谁鸣,晚渡白洋湾,蓬窗 深夜 月明 扁舟
78185,Song,许及之,白石陂头斩逆苏|士行却是晋夷吾|功成不掩窥窬志|忠孝何如卞大夫,题忠孝亭,功成 夷吾 白石 忠孝
