,dynasty,author,content,title,keywords
361,Ming,王世贞,腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍,过于鳞郡斋分韵赋十二体得傍字,辘轳 北斗 浅 芙蓉
44944,Ming,黄廷用,初试春衫出禁城|轻烟晴日是清明|南望乡关天万里|凤山云树独含情,清明 其一,云树 乡关 晴日 清明
45005,Yuan,耶律铸,玉盘双捧九天香|竞负恩华示宠光|忆得沈香亭北畔|太真临镜倚新妆,双头牡丹 其二,新妆 亭北 玉盘 沈香
45083,Song,袁说友,梅花时节屡开樽|欲赠梅花欠可人|今日有人梅样好|逢君同赏雪中春,招山阳高徐二生饮二首 其一,梅花 逢君 开樽 雪中
45087,Song,张景,桃花谩说武陵源|误教刘郎不得仙|争似莲花峰下客|栽成红杏上青天,题董真人,青天 武陵 刘郎 莲花
45103,Yuan,张弘范,绿阴庭院半昏黄|月窟风来桂子香|好挈一壶呼李白|扁舟归去醉沧浪,晚凉,扁舟 庭院 绿阴 沧浪
45132,Ming,孙蕡,长乐歌钟醉五侯|沧浪何似泛扁舟|无人解得闲中意|云满秋空水自流,幽居杂咏七十四首，自洪武十一年平原还家作也 其十八,歌钟 秋空 扁舟 沧浪
45136,Ming,郑真,盛时多士出成均|芸屋青灯教席分|自有文章成锦绣|殿头释褐奉明君,送永嘉支师中分教入京 其二,青灯 锦绣 文章 多士
45244,Yuan,耶律铸,花不知伊蝶不知|粉香旦旦拂花枝|玉纤不放轻盈去|怕引君王顾盻谁,观画玩蝶美人图,君王 花枝 玉纤 轻盈
45272,Ming,胡应麟,憔悴东还泣数奇|亲闱南国倚闾时|谁言敬仲操戈怯|剩有交游鲍叔知,柬李汝藩四首 其二,数奇 谁言 憔悴 南国
45281,Tang,胡曾,冯翊南边宿雾开|行人一步一裴回|谁知此地凋残柳|尽是高欢败后栽,咏史诗 沙苑,裴回 宿雾 凋残 行人
45356,Tang,钱镠,百尺金容连翠岳|三层宝阁倚青霄|手炉香暖申卑愿|愿降殊祥福帝尧,隐岳洞,倚 福 青霄 香暖
45368,Ming,薛瑄,石榴小萼未开时|浑似红樱压翠枝|照日含风千万朵|故园千里正相思,青州分司榴花,含风 枝 照日 石榴
45377,Song,黄裳,舟人曾记得吴侬|煮粒烹鲜别有功|好是闲为江上客|随船还见卖鱼翁,游吴有作 其二,舟人 吴侬 还见 翁
45380,Ming,徐熥,客路相逢叹二毛|片帆南下月轮高|他年一枕扬州梦|满树璚花万顷涛,广陵别陆无从,扬州 他年 片帆 客路
45609,Ming,李承芳,梦里鸦声扑晓阳|枕边流水夜浪浪|丝竿一点严滩月|家学渔樵不断香,次大崖韵寄呈严丈人,渔樵 流水 枕边 家学
45621,Tang,顾非熊,吴门东去路三千|到得阊门暂泊船|老父出迎应倒屣|贫居江上信谁传,送徐五纶南行过吴,吴门 倒屣 谁传 东去
45673,Jin,王若虚,尽日羊车不见过|春来雨露向谁多|争机决胜元无事|永日消磨不柰何,宫女围棋图,过 羊车 消磨 雨露
45788,Song,洪朋,淮南不改江南天|五月如秋意惘然|仰首勿言居士疾|信心赖有祖师禅,即事三首 其二,居士 祖师 淮南 江南
45817,Ming,王绂,年来书剑客长安|尘满青袍鬓雪寒|回首故园归未得|好山多在画中看,山水图 其一,中看 回首 好山 长安
45821,Song,张耒,无客门阑尽日扃|两行乔木拥寒厅|吏胥借问官何在|流水声中看竹行,福昌官舍后绝句十首 其三,借问 流水 声中 乔木
45831,Ming,佘翔,风雨扁舟混钓徒|亲人鱼鸟若堪呼|临流更爱桃花色|肯载西施泛五湖,题小山宗侯狎鸥汀 其二,鱼鸟 风雨 扁舟 西施
45846,Song,王洋,共醉元龙百尺楼|方知尘世已高秋|举头把酒问明月|许我乘风归去不,和谹父楼字,归去 高秋 尘世 乘风
45887,Ming,于慎行,长河南下水曾波|吴楚青山枕上过|行到浔阳江口望|应怜秋色故园多,送张洪阳学士请告南旋四首 其二,长河 吴楚 青山 秋色
45942,Ming,丘浚,九十春光将过半|凄凄犹似旧冬天|依稀记得江南景|小扇轻衫戏水边,春寒,水边 凄凄 春光 江南
46004,Song,郭祥正,双壶分送赤泥封|辟恶须令气吐虹|何用江心铸明镜|清樽照面似青铜,敦复午节惠酒,青铜 江心 明镜 清樽
46018,Song,张嵲,柳外高风尽日吹|春来不省见花枝|汉傍别墅三株杏|记得飘零似雪时,思故园,高风 柳外 花枝 飘零
46078,Tang,李白,李白乘舟将欲行|忽闻岸上踏歌声|桃花潭水深千尺|不及汪伦送我情,赠汪伦,踏歌 李白 送我 桃花
46206,Song,陈造,中林频度养花风|合放林梢一点红|蝴蝶与春偏有约|依依先占去年丛,早春十绝呈石湖 其四,中林 林梢 去年 蝴蝶
46266,Ming,张缙,谁开古井驿亭中|百尺曾闻海眼通|六月行人汗如雨|辘轳清响下梧桐,乾宁八景 其三 驿亭甘井,辘轳 驿亭 梧桐 行人
46283,Song,洪咨夔,长红送酒出江城|樯燕喃喃第二程|风色似知攀卧意|打头未肯放船行,阻风呈赵史君 其一,江城 送酒 未肯 风色
46303,Yuan,熊梦祥,曾障西风十二阑|亭亭醉醒碧波寒|月边青鸟无消息|流落人间作画看,题二色芙蓉便面,亭亭 流落 消息 青鸟
46400,Song,赵伯溥,日脚初长雨满川|杜鹃声老夕阳天|予心底愠难为解|故向南风奏管弦,初夏遣闷三绝 其二,南风 夕阳 杜鹃 管弦
46423,Yuan,郭钰,豆蔻春梢著小花|玉人憔悴掩琵琶|阮郎病起心情减|半榻松风自煮茶,别阮士瞻,心情 玉人 琵琶 憔悴
46554,Song,赵炅,遥观极自望云头|碧海波澄瑞日浮|霞彩连天长不断|须凭仙子叙踪由,缘识 其六十五,仙子 望云 碧海 头
46585,Song,项安世,二年三过铜陵县|欲采苹花意自羞|他日梦中应记得|浅山衔县水衔州,铜陵县步,县 欲采 他日 梦中
46606,Tang,贯休,枯骨纵横遍水湄|尽收为冢碧参差|分明为报精灵辈|好送旌旗到凤池,归东阳临岐上杜使君七首 其六,精灵 凤池 旌旗 分明
46615,Ming,李士淳,古木阴中说涅槃|点头尔亦解参禅|仙僧趺坐无尘想|何用枕流洗碧泉,大歇石,古木 阴中 点头 参禅
46623,Ming,徐庸,嫩叶柔稍雨露多|两竿潇洒更婆娑|卫诗千古风吟咏|君子名称自不磨,竹,君子 潇洒 婆娑 雨露
46642,Ming,张以宁,麒麟堕地天不惜|流落荒郊鲁叟悲|白发杜陵忧国泪|临风独咏八哀诗,过观州悼阿仲深状元,流落 忧国 白发 麒麟
46647,Ming,张羽（凤举）,曾听朝鸡警独眠|午门灯火夜森然|一官此日天涯外|远效华封祝万年,除夕同张振卿押韵作数绝 其二,灯火 祝 天涯 独眠
46785,Ming,金幼孜,牧童原上催归急|远树微茫带夕曛|前日东郊曾扈从|野人牵进沐恩频,题画牛 其二,催归 微茫 远树 野人
46852,Song,释宝昙,故园何事最关春|百舌枝头狎众禽|料得万花浑不睡|听渠说尽落星心,出郭闻百舌,睡 狎 落星 枝头
46898,Song,武衍,睡馀罗袖印眉山|行傍妆台理坠鬟|圣主忧勤排当少|犀椎鱼拨总成闲,宫中词,妆台 眉山 圣主 罗袖
46900,Ming,释今无,绿玉千丛掠碧空|嵩山千树自无功|他年却与松枝比|岁岁为君记一丛,赠吴梅梁 其二,松枝 他年 岁岁 碧空
46950,Song,张耒,流落天涯一病身|簿书丛里费精神|殷勤照水窥华发|黄鸟声中又一春,题宣州后堂壁四首 其四,精神 声中 殷勤 华发
47054,Yuan,梁寅,几夜江城厌鼓鼙|出关那得更迟迟|鸡豚晓日田家乐|榛莽秋风过客悲,清江道中 其一,江城 迟迟 晓日 秋风
47122,Tang,赵嘏,碧树如烟覆晚波|清秋欲尽客重过|故园亦有如烟树|鸿雁不来风雨多,宛陵馆冬青树,烟树 清秋 碧树 鸿雁
47236,Ming,赵完璧,小雨清明烟火熄|寒茶冷酒强饮食|云冥家远野草青|尽日相逢不相识,道遇寒食忆宋之问马上逢寒食句五咏其韵 其五,小雨 饮食 烟火 清明
47279,Ming,石沆,远村幽壑独徘徊|云护柴扉雪护苔|尽日溪边倚枯柳|白鸥何事不飞来,有怀,柴扉 白鸥 徘徊 溪边
47288,Song,徐积,百尺楼头凤一群|声如韶濩羽如云|开口一鸣天路白|六龙驰上海之𣸣,凤,楼头 开口 凤 天路
47315,Ming,杨士奇,姓名早见书金榜|佐政黄堂又四年|自有郡人歌岂弟|相知何必上官贤,赠金华刘实通判三首 其一,贤 金榜 姓名 黄堂
47404,Song,张嵲,江城月暗山岑郁|默坐但听巴水声|向使江清山月白|欲教迁客苦为情,题曾口县江月亭二首 其二,江城 月白 迁客 水声
47432,Tang,薛能,和风烟树九重城|夹路春阴十万营|唯向边头不堪望|一株憔悴少人行,折杨柳十首 其七,烟树 春阴 憔悴 人行
47729,Song,黄庭坚,彷佛江南一梦中|虚堂尽日转温风|春深稍觉裌衣重|昼永不知樽酒空,睡起,樽酒 春深 梦中 江南
47790,Ming,沈明臣,绿满南园桑叶肥|风光欲尽柳花飞|妾生不及吴蚕死|留得春丝上衮衣,宫怨,花飞 南园 风光 衮衣
47795,Yuan,张雨,雪度青天落酒杯|花枝半拂角巾摧|陶公醉石苍苔满|不见猖狂李白来,春酒,青天 苍苔 酒杯 花枝
47849,Song,释普济,一思面门摘不断|放下重新买草鞋|有路莫行无路入|照顾浑家落险崖,示若临侍者,买 路入 重新 放下
47959,Song,张耒,风折蒹葭水结凘|燕鸿相语定归期|淮南水阔山长处|小待燕山霰雪晞,壬午腊月下旬偶作二首 其二,归期 燕山 蒹葭 淮南
48159,Song,王遂,隆中气象接莘磻|心术精微日月寒|学到圣贤无尽处|一毫人力不容安,舟中诵陶诗及诸葛传 其二,气象 日月 圣贤 精微
48199,Song,舒岳祥,九枝初拆御袍红|艳质煌煌日正中|曾对集英瞻衮冕|孤臣洒泪立东风,牡丹,孤臣 洒泪 煌煌 东风
48316,Jin,元好问,香中人道睡香浓|谁信丁香臭味同|一树百枝千万结|更应薰染费春工,赋瓶中杂花七首 其二,谁信 臭味 丁香 人道
48442,Song,华岳,青衫揾泪向人啼|妾本秦楼浪子妻|流落南州归不得|青楼今在画桥西,新市杂咏 其七,流落 南州 青楼 青衫
48443,Ming,董纪,谁载西施出五湖|一朝麋鹿上姑苏|后人说起亡吴恨|犹向台边酹子胥,伍胥庙,台边 麋鹿 西施 姑苏
48483,Ming,江源,一饭深宫为主忧|秋风时节献功裘|如何近日承恩者|阿姊封秦弟拜侯,宫词 其五十一,秋风 承恩 深宫 近日
48501,Ming,殷奎,故园弟妹拜新年|应望咸阳一黯然|西县东城南北第|阿娘今日在谁边,新年,东城 南北 新年 谁边
48540,Tang,薛稷,秦楼宴喜月裴回|妓筵银烛满庭开|坐中香气排花出|扇后歌声逐酒来,夜宴安乐公主新宅,满庭 银烛 歌声 裴回
48580,Ming,何栋如,深潭日落停舟满|高柳桥回夹岸齐|灯影不分波上下|人声莫辨水东西,午日秦淮杂咏,高柳 日落 灯影 东西
48589,Ming,湛若水,自笑铅刀不割疑|不疑行处是中思|四时百物皆同运|我得无言送则之,作首尾三叠送朱则之还郴阳兼似诸同志 其一,铅刀 送 运 思
48729,Ming,杨士奇,碧桃庭馆四时春|珠翟云冠五福身|何用瑶池觅金母|水晶宫内有仙人,吴兴章郎中母挽诗 其一,瑶池 碧桃 水晶 仙人
48759,Song,程俱,名山无复见金堂|尽日苍峦对夕阳|还向江城动悲思|背人惊雁两三行,次韵和江子我道中绝句七首 其二 初入雁荡山,名山 夕阳 江城 背人
48762,Song,彭汝砺,春风随意自东西|可爱初春燕子飞|池外墙头花好在|会应留著待君归,寄叔宜弟,燕子 墙头 春风 东西
48786,Song,慕容彦逢,积雪满山寒不释|碧琅玕绕玉楼台|林梢清韵风吹到|檐底疏阴月送来,和王推官正月十三日游戒珠寺竹轩诗二首 其二,满山 楼台 积雪 林梢
48828,Ming,李梦阳,汉家新拜霍嫖姚|司马今年相宋朝|旌旗一举三边静|雁塞平沙演射雕,送萧总制赴镇,嫖姚 司马 旌旗 平沙
48842,Song,沈与求,小雨廉纤未肯晴|勒回花信待清明|冷官何预芳菲事|空听春禽作意鸣,小雨,未肯 小雨 芳菲 清明
48909,Song,许棐,腊雪连宵接晓飞|锦衾公子未曾知|起来携杖敲梅树|扶得轻盈压损枝,雪晓,腊雪 枝 锦衾 轻盈
49016,Tang,薛能,符亭之地雅离群|万古悬泉一旦新|若念农桑也如此|县人应得似行人,符亭二首 其一,农桑 离群 新 行人
49068,Song,曾极,千群铁骑远来侵|凿穴钟山用意深|天堑连空遮不断|烟尘直到海中心,钟山番人窟,铁骑 钟山 天堑 烟尘
49070,Ming,于谦,霜台寂寂夜无哗|远近边城动鼓笳|客路瀰漫归思远|绛台银烛谩开花,宿徐沟,远近 银烛 寂寂 客路
49127,Tang,白居易,条桑初绿即为别|柿叶半红犹未归|不如村妇知时节|解为田夫秋捣衣,寄内,知 秋 柿叶 捣衣
49160,Song,宋祁,媚条无力倚风长|架作圆阴覆坐凉|露蕊一春清袭袂|有人知是令君香,赋成中丞临川侍郎西园杂题十首 其四 酴醾架,覆 清 香 倚风
49229,Song,谢逸,豆蔻梢头春事休|风飘万点只供愁|杜鹃啼破三更月|梦绕云间百尺楼,春词 其四,春事 杜鹃 风飘 梦绕
49246,Tang,花蕊夫人徐氏,禁里春浓蝶自飞|御蚕眠处弄新丝|碧窗尽日教鹦鹉|念得君王数首诗,宫词 其五十四,春浓 君王 鹦鹉 碧窗
49275,Song,杨冠卿,百斛龙文鼎可扛|挥毫曾寄碧油幢|酒兵若有三千骑|肯向诗坛筑受降,从郭中隐觅酒并呈张君量,诗坛 碧油 挥毫 龙文
49316,Jin,李俊民,悤悤又别故园春|花落犹随马后尘|相对离筵莫惆怅|送行人是欲行人,十七日送行,送行 惆怅 花落 行人
49387,Ming,荪谷,五色丝针倦绣窠|玉阶新发石榴花|银床冰簟无馀事|尽日南园蛱蝶多,歌平调四时词 其二,蛱蝶 玉阶 馀事 石榴
49412,Tang,杜牧,广文遗韵留樗散|鸡犬图书共一船|自说江湖不归事|阻风中酒过年年,郑瓘协律,图书 江湖 年年 鸡犬
49421,Ming,陶安,幽蓟归来鬓若丝|故园三径草离离|慰人犹有篱边菊|强吐秋花满旧枝,初归,篱边 离离 秋花 鬓
49664,Song,刘子翚,粲粲休夸绮与纨|纫兰制芰亦良难|此袍遍满三千界|要与寒儿共解颜,径山寄生子作道服三首 其三,粲粲 休夸 解颜 纫兰
49761,Ming,成鹫,榴火当轩暑气蒸|梅花开日又坚冰|四时最好凉秋节|几树幽花伴一僧,续西园咏木芙蓉后十五韵 其九,梅花 秋节 暑气 幽花
49771,Ming,释道丘,飞鹅岭上翠微深|极目烟波万木阴|赶起一群飞不散|依依还在绿森森,飞鹅岭,翠微 森森 烟波 极目
49779,Song,苏颂,四时嘉节宴游稀|盛德先从学士知|每岁惟呈簇金帖|新春不和彩花诗,皇帝合春帖子六首 其六,稀 新春 学士 盛德
49821,Song,裘万顷,寸田尺地可长久|此诀刘郎却未传|他日驭风蓬岛去|谩留陈迹在山巅,寄张仲符时得乌石冈地二首 其二,陈迹 刘郎 他日 蓬岛
49840,Song,张耒,月季祇应天上物|四时荣谢色常同|可怜摇落西风里|又放寒枝数点红,月季,摇落 西风 寒枝 数点
49905,Ming,张泰,结庐人境似陶潜|卧起幽窗雨一帘|尽日寒香风引至|隔篱黄菊几花添,题菊圃,幽窗 结庐 寒香 黄菊
49992,Song,崔敦诗,翠云幕卷迎风殿|零露盘高待月台|应上君王千万寿|霓裳吹下九天来,淳熙七年端午帖子词 皇后合六首 其五,霓裳 君王 零露 迎风
49993,Ming,熊开元,尽日凝云谷口封|倦还飞鸟亦迷踪|何如近借齐厨钵|鞭取耕烟白耳龙,穿云栈,白 封 飞鸟 谷口
50012,Ming,李攀龙,青枫飒飒雨凄凄|秋色遥看入楚迷|谁向孤舟怜逐客|白云相送大江西,于郡城送明卿之江西 其二,孤舟 凄凄 秋色 大江
50180,Tang,李绅,瘴烟长暖无霜雪|槿艳繁花满树红|每叹芳菲四时厌|不知开落有春风,朱槿花,满树 芳菲 春风 霜雪
50242,Ming,黎遂球,木棉花似海棠鲜|和雨和云睡半天|寒食过时纷自下|满城都不解相怜,春园八首 其六,木棉 海棠 满城 寒食
50265,Ming,顾清,京华相识半乡人|潞渚逢君意更亲|认取画中山好处|草堂归访故园春,题画赠寓馆罗翁及单希贤 其一,乡人 逢君 京华 草堂
50266,Song,文同,隔林滟滟生寒浪|倚汉岧岧数乱峰|记得旧山曾此夕|碧岩千尺坐高松,中秋月 其一,隔林 旧山 滟滟 乱峰
50270,Ming,谢晋,赤阑桥畔粉墙东|杏子花开树树红|自是陌头春色好|赏心不与故园同,陌上见杏花,春色 墙东 桥畔 赏心
50350,Song,李光,青鞋踏遍海边沙|叶暗槟榔树树花|蜑子也能留客坐|旋添活火待煎茶,即事十二首 其二,槟榔 树树 留客 青鞋
50506,Song,方逢辰,胭脂十二万风尘|一样胞胎父母身|天欲杀之胡至此|厥初何用降生民,问天,风尘 父母 胭脂 天欲
50537,Song,曹勋,𫛛鹊楼高百尺墙|墙高元不碍笙簧|君王对面如天远|可笑梅娘不自量,汉宫词三首 其二,天远 君王 对面 楼高
50569,Tang,曹邺,桂林须产千株桂|未解当天影日开|我到月中收得种|为君移向故园栽,寄阳朔友人,种 桂林 未解 月中
50679,Ming,陈邦彦,涂家渡口建河漪|十里怀人薄暮时|闻道山家团结好|隔年兵寇避旌旗,自奉新抵芦潭舟中口号 其八,怀人 山家 薄暮 旌旗
50690,Yuan,虞集,长洲宫沼醉西施|荡漾兰舟不自持|愿奉君王千岁乐|一盘清露玉淋漓,水芙蓉,兰舟 君王 西施 淋漓
50793,Tang,崔致远,知尔新从海外来|晓窗吟坐思难裁|堪怜时复撼书幌|似报故园花欲开,东风,欲开 海外 书幌 晓窗
50820,Ming,释函可,未曾衰谢断人肠|拗折何因委道旁|却忆人时情漫切|镜台从此恨眉长,落花十首 其四,衰谢 镜台 人肠 道旁
50890,Ming,陈炜,拂袖君门不复回|故园山水亦奇哉|可人最是亭前菊|不待秋风已自开,题高都宪早闲亭,山水 秋风 君门 拂袖
50919,Ming,孙承恩,朝来积雪欲没胫|冲寒特特樵前林|东邻措大酒初熟|待尔煮鱼茅屋深,题小画雪景,东邻 积雪 冲寒 茅屋
50955,Ming,何吾驺,落日垂杨送去航|朝朝浦口断人肠|东流不尽人间事|结得愁缘万古长,园居吟十二首 其十二,垂杨 朝朝 东流 落日
51005,Song,方蒙仲,岁岁年年花状头|瑶珰琼佩瑞光浮|玉螭赏遍三千界|不识珠帘十二楼,和刘后村梅花百咏 其七,珠帘 年年 岁岁 光浮
51029,Song,左纬,刘郎何用忆尘寰|旧路重寻事已难|古意飘零无处觅|藤萦溪色上阑干,桃源洞 其一,阑干 尘寰 刘郎 飘零
51047,Ming,田汝𦓹,洛客病馀淹邺浦|故园消息阻河关|穷愁荏苒年华易|世味萧条旅况闲,写怀,年华 萧条 穷愁 消息
51070,Song,葛天民,寒食少逢天气佳|十朝九日雨如麻|新巢唯有燕生子|小巷已无人卖花,即事用天竺韵,燕 天气 卖花 寒食
